4004,3,9,10,12,27,41,29
4003,6,8,18,34,35,37,33
4002,2,5,8,43,45,48,41
4001,2,3,16,26,29,41,12
4000,15,24,35,36,42,46,48
3999,2,8,27,33,34,43,11
3998,23,26,32,36,41,49,31
3997,1,12,15,30,42,43,22
3996,14,16,22,23,36,42,21
3995,19,24,29,30,31,46,28
3994,14,21,34,35,43,49,33
3993,4,9,12,15,37,47,44
3992,8,10,11,12,14,20,38
3991,4,6,17,32,37,41,10
3990,15,17,22,32,34,40,6
3989,15,18,29,34,38,44,35
3988,4,9,12,15,31,44,33
3987,11,19,21,26,28,33,39
3986,1,8,11,14,17,30,5
3985,20,23,28,30,34,49,25
3984,3,12,14,16,17,30,27
3983,8,10,12,16,17,30,19
3982,4,7,10,17,30,41,21
3981,1,10,13,23,31,34,43
3980,4,5,10,14,35,43,12
3979,1,28,30,32,33,39,11
3978,6,9,11,17,28,45,21
3977,14,23,28,34,41,48,17
3976,3,4,22,27,39,43,6
3975,7,10,32,33,39,48,37
3974,2,12,15,28,35,48,24
3973,2,16,17,22,24,49,42
3972,9,15,20,26,43,49,36
3971,1,5,9,31,33,37,36
3970,4,5,31,37,43,46,7
3969,2,7,12,31,36,45,30
3968,5,9,11,18,28,36,35
3967,6,8,11,16,33,37,23
3966,18,22,29,32,37,47,49
3965,5,10,28,36,41,42,19
3964,22,28,33,40,43,47,16
3963,12,23,24,34,43,46,42
3962,3,4,13,31,36,43,19
3961,3,12,18,19,27,41,15
3960,6,8,13,17,26,37,18
3959,4,23,25,27,28,32,21
3958,6,8,18,19,33,44,15
3957,1,4,6,15,30,48,45
3956,8,26,34,35,45,46,36
3955,5,9,30,37,40,49,33
3954,5,11,15,20,31,47,44
3953,13,17,25,27,28,44,3
3952,1,14,28,44,45,49,16
3951,2,8,14,27,39,42,10
3950,18,21,26,35,38,43,40
3949,1,10,21,29,35,42,27
3948,15,18,22,35,41,48,5
3947,9,16,20,25,31,39,41
3946,6,16,21,27,31,37,49
3945,14,17,20,25,28,37,13
3944,2,27,29,36,44,48,12
3943,20,22,24,28,40,49,27
3942,10,18,44,45,48,49,20
3941,1,3,8,13,40,48,6
3940,5,28,30,37,38,41,43
3939,24,25,26,28,30,35,4
3938,2,9,10,43,45,46,13
3937,11,20,28,30,36,38,37
3936,7,12,17,20,31,35,22
3935,8,16,23,24,36,48,5
3934,13,17,18,24,37,41,15
3933,11,12,19,23,25,41,47
3932,7,8,24,25,29,40,18
3931,12,15,16,23,24,38,44
3930,22,32,34,39,40,42,5
3929,9,12,21,22,44,47,31
3928,10,16,25,29,42,44,48
3927,6,18,26,31,37,38,22
3926,3,32,34,38,41,42,17
3925,16,19,20,26,33,40,23
3924,2,24,30,37,43,45,35
3923,12,13,18,22,25,28,47
3922,10,13,15,28,29,37,22
3921,6,10,16,24,27,43,31
3920,2,3,11,17,35,40,45
3919,11,20,22,28,32,37,4
3918,3,12,22,29,35,42,49
3917,12,24,26,32,34,38,28
3916,1,6,17,19,34,45,48
3915,2,3,13,15,34,37,8
3914,1,7,16,20,35,41,6
3913,21,27,30,38,40,44,6
3912,14,15,26,35,44,46,43
3911,1,5,9,25,44,49,43
3910,4,7,9,38,41,42,16
3909,2,10,12,13,45,48,11
3908,3,13,23,28,37,38,9
3907,3,14,19,23,28,43,25
3906,2,8,28,31,48,49,37
3905,4,7,27,32,37,49,44
3904,14,18,24,26,37,45,28
3903,1,20,21,27,38,48,17
3902,17,19,24,26,31,46,37
3901,1,4,12,33,45,48,35
3900,14,29,31,39,40,48,47
3899,1,3,7,12,15,32,34
3898,1,13,26,34,37,41,9
3897,1,18,21,28,31,41,11
3896,4,8,32,33,45,47,12
3895,5,22,31,32,41,49,14
3894,3,6,16,29,37,45,12
3893,5,15,18,31,41,49,16
3892,19,25,27,28,29,48,34
3891,2,23,29,35,39,45,6
3890,8,10,21,27,34,36,2
3889,1,5,18,20,38,44,45
3888,10,20,26,39,44,46,3
3887,18,25,27,32,35,39,48
3886,4,12,14,20,21,22,10
3885,2,8,30,33,39,41,24
3884,13,16,28,34,38,40,47
3883,14,30,34,40,45,49,12
3882,5,15,16,30,37,46,49
3881,4,5,17,28,39,44,31
3880,3,9,28,32,37,46,7
3879,2,25,28,30,32,46,48
3878,6,15,17,42,46,49,20
3877,2,22,28,33,34,36,7
3876,6,21,31,32,35,48,19
3875,5,16,26,28,32,34,24
3874,7,15,33,40,45,49,5
3873,5,13,30,34,36,48,20
3872,4,15,17,35,42,48,45
3871,1,4,7,8,34,44,12
3870,7,13,18,19,25,29,36
3869,7,33,36,40,41,42,30
3868,1,11,26,38,41,44,6
3867,1,3,6,11,23,34,39
3866,16,21,25,28,37,44,24
3865,22,26,29,30,48,49,46
3864,4,9,30,32,40,49,16
3863,5,6,25,32,36,49,21
3862,11,14,21,30,37,40,20
3861,9,11,17,22,31,43,34
3860,11,21,30,31,33,38,24
3859,8,10,12,25,32,38,20
3858,6,7,31,42,46,47,27
3857,13,27,28,42,44,45,1
3856,12,26,34,39,41,49,16
3855,1,4,17,28,43,45,29
3854,14,21,26,29,37,40,7
3853,7,8,15,27,34,38,37
3852,4,14,30,33,37,42,22
3851,1,3,15,18,23,48,41
3850,1,10,30,31,38,45,11
3849,21,30,35,36,37,45,1
3848,15,22,24,26,29,36,28
3847,6,26,32,39,44,48,11
3846,2,5,19,24,34,44,37
3845,4,9,21,22,25,41,18
3844,3,10,16,24,42,46,25
3843,5,12,23,28,31,39,37
3842,18,20,27,37,43,47,10
3841,6,10,15,19,20,30,5
3840,4,6,21,25,34,40,48
3839,13,23,25,26,44,45,38
3838,2,21,34,40,43,45,13
3837,22,30,31,39,43,49,3
3836,15,29,35,47,48,49,10
3835,15,22,23,36,40,42,20
3834,2,6,8,28,31,37,48
3833,1,3,13,15,22,43,46
3832,12,22,30,32,42,49,8
3831,1,13,15,32,41,47,11
3830,12,18,25,28,30,36,48
3829,3,10,31,32,44,47,41
3828,4,11,13,16,32,46,9
3827,8,14,24,26,45,46,42
3826,4,12,17,19,24,44,20
3825,3,7,22,27,44,49,13
3824,1,6,21,35,37,46,33
3823,5,6,7,25,28,35,8
3822,3,12,20,39,40,47,18
3821,7,16,17,28,37,48,14
3820,3,8,11,21,24,31,25
3819,3,9,21,30,36,46,2
3818,1,10,16,23,38,49,25
3817,8,15,22,26,34,45,32
3816,10,23,28,35,39,46,6
3815,10,14,33,37,39,45,28
3814,13,21,24,25,26,41,11
3813,4,14,17,25,29,49,36
3812,13,16,25,41,45,46,20
3811,7,11,17,21,41,43,30
3810,2,9,19,27,33,37,21
3809,1,8,16,24,38,43,15
3808,2,4,8,17,22,40,6
3807,8,10,18,26,42,47,49
3806,10,19,20,22,26,46,4
3805,7,16,20,29,33,42,39
3804,27,29,31,44,46,49,42
3803,6,19,24,34,43,46,21
3802,3,11,19,26,43,49,37
3801,1,5,14,23,40,45,16
3800,13,15,27,29,38,45,40
3799,8,15,21,22,39,43,44
3798,1,8,11,12,22,46,35
3797,4,9,13,18,34,47,3
3796,1,18,28,42,43,48,45
3795,4,8,9,15,22,31,13
3794,3,5,13,23,24,48,10
3793,5,20,23,36,42,44,47
3792,2,4,12,18,28,43,38
3791,7,22,29,34,38,41,35
3790,10,12,16,18,32,44,22
3789,2,9,33,34,37,49,29
3788,14,18,24,37,43,45,8
3787,3,10,12,29,45,47,26
3786,1,2,25,33,36,40,7
3785,2,6,29,30,31,44,40
3784,4,15,31,42,43,47,39
3783,3,20,36,41,43,47,9
3782,8,10,15,36,39,44,9
3781,1,6,13,25,34,43,42
3780,16,17,20,33,39,49,7
3779,2,3,9,27,28,38,15
3778,2,15,17,27,41,48,38
3777,21,24,27,32,34,38,41
3776,24,27,32,38,46,49,11
3775,20,25,28,33,40,49,1
3774,2,7,16,18,24,45,36
3773,3,5,12,16,30,45,49
3772,7,14,15,16,17,38,44
3771,12,28,29,34,41,47,16
3770,12,19,26,28,46,49,41
3769,8,13,19,34,37,47,29
3768,6,11,30,34,43,45,2
3767,7,10,16,21,27,35,22
3766,5,8,13,20,21,46,31
3765,21,22,40,41,42,46,9
3764,15,20,36,38,41,46,10
3763,5,12,15,21,30,39,6
3762,7,13,35,39,41,45,1
3761,12,14,23,32,35,38,13
3760,5,6,11,16,22,37,44
3759,6,16,26,32,39,47,23
3758,13,16,19,32,38,43,20
3757,12,20,33,39,42,48,49
3756,4,6,23,26,29,30,36
3755,2,12,18,27,36,49,6
3754,1,7,10,28,31,44,9
3753,14,15,28,31,40,42,44
3752,1,4,10,22,24,45,47
3751,5,9,10,12,39,44,14
3750,3,12,15,22,34,45,2
3749,1,20,22,23,24,31,2
3748,5,7,30,42,47,49,17
3747,19,37,38,45,47,49,25
3746,1,8,25,32,45,46,44
3745,19,22,24,28,29,42,40
3744,8,13,24,30,40,44,45
3743,1,9,20,27,37,49,33
3742,4,11,15,25,41,48,14
3741,1,19,22,27,37,44,25
3740,1,4,19,35,37,45,49
3739,10,23,29,33,37,43,8
3738,9,13,14,16,18,28,10
3737,1,11,17,28,32,35,44
3736,15,28,31,32,44,49,18
3735,5,6,10,22,23,40,38
3734,7,21,27,30,32,34,39
3733,1,8,10,31,32,38,39
3732,2,4,11,13,28,38,49
3731,4,13,26,31,33,35,29
3730,3,6,18,20,26,35,34
3729,8,11,17,21,30,44,48
3728,3,8,11,20,44,49,32
3727,6,12,20,33,46,47,49
3726,4,7,12,13,21,35,29
3725,3,9,13,23,24,44,7
3724,1,21,35,39,44,45,42
3723,4,5,16,18,24,34,27
3722,6,26,27,37,40,43,49
3721,5,18,19,23,40,49,20
3720,1,17,30,31,42,43,46
3719,7,16,33,37,42,43,48
3718,6,12,22,23,40,49,25
3717,1,7,12,26,28,32,21
3716,6,20,27,32,40,44,4
3715,1,3,16,20,35,41,5
3714,1,10,39,43,45,48,14
3713,23,27,31,34,43,48,1
3712,5,7,12,35,48,49,2
3711,7,8,20,31,35,41,3
3710,7,18,22,36,44,45,30
3709,7,15,22,24,26,37,9
3708,3,20,27,34,35,46,37
3707,4,18,24,40,43,47,48
3706,7,22,23,25,42,43,18
3705,5,23,24,27,44,49,26
3704,10,15,16,24,45,47,19
3703,10,26,27,36,37,43,42
3702,1,27,28,39,40,49,33
3701,10,14,28,30,35,40,6
3700,5,8,14,26,30,44,47
3699,20,28,33,38,40,44,49
3698,9,35,41,42,43,44,29
3697,3,6,10,16,33,49,1
3696,9,10,15,30,38,48,2
3695,6,25,26,41,42,44,37
3694,5,19,30,33,37,42,38
3693,1,15,31,32,33,44,20
3692,3,4,6,10,19,42,34
3691,19,23,24,27,36,37,17
3690,5,18,24,37,38,49,35
3689,5,17,26,27,31,48,4
3688,1,3,9,39,40,47,29
3687,10,21,28,31,37,38,6
3686,2,20,25,29,32,49,36
3685,15,24,33,34,36,40,18
3684,3,17,19,23,32,38,7
3683,12,16,23,26,33,44,10
3682,1,7,22,33,40,48,10
3681,3,8,30,34,39,46,44
3680,1,21,26,38,44,45,17
3679,4,10,21,33,42,44,19
3678,3,5,9,14,23,26,20
3677,18,19,23,24,38,45,27
3676,7,9,15,20,23,40,2
3675,8,14,20,28,29,36,18
3674,4,5,9,17,31,34,8
3673,14,31,32,33,38,47,45
3672,1,12,17,21,24,44,23
3671,7,8,10,14,17,28,45
3670,5,12,15,30,38,43,33
3669,5,16,23,24,28,45,40
3668,1,9,15,22,24,42,10
3667,7,14,23,31,39,41,33
